DT,CD,NM,FRGN_RT,END_PRC,VOL,PRC_AVG_5,VOL_AVG_5,PRC_AVG_10,VOL_AVG_10,PRC_MEDIAN,VOL_MEDIAN,REMAIN_SELL,REMAIN_BUY
2022-03-24,A098120,마이크로컨텍솔,14.84,11050,60821,10810,53828,10476,61525,10600,56974,35191,25942
2022-03-24,A095570,AJ네트웍스,4.77,6100,318943,5796,177442,5729,107894,5670,57387,28498,3743
2022-03-24,A282330,BGF리테일,30.96,180000,37136,178900,35030,176750,52710,177750,40668,7259,5585
2022-03-24,A000995,DB하이텍1우,1.07,94800,189,94480,169,93820,278,93900,205,115,126
2022-03-24,A000990,DB하이텍,24.05,76600,837589,73700,971398,71520,860168,71650,760318,52831,15432
2022-03-24,A000215,DL우,7.19,37650,553,37570,1038,37320,866,37375,713,932,813
2022-03-24,A001880,DL건설,2.17,29800,23337,29890,27664,29980,42303,29875,37312,4416,1065
2022-03-24,A000210,DL,12.34,59300,56771,59640,43808,59480,40755,59500,37917,5937,11092
2022-03-24,A007700,F&F홀딩스,0.65,26350,24347,26280,61821,26145,44165,26175,31938,4765,11141
2022-03-24,A078935,GS우,9.55,34850,2492,34730,1908,34620,2401,34600,2462,2876,1434
2022-03-24,A078930,GS,19.15,40500,166989,40300,153949,40205,171871,40225,167926,28566,16991
2022-03-24,A016385,KG동부제철우,0.0,107000,113,104800,116,104150,86,104500,68,457,104
2022-03-24,A016380,KG동부제철,1.22,11300,429491,11340,523577,11020,354718,10975,222997,62270,95270
2022-03-24,A051905,LG생활건강우,83.58,515000,1955,512600,6833,504200,6524,508500,6009,308,347
2022-03-24,A051900,LG생활건강,40.91,865000,34606,856200,62377,856600,78305,856000,80738,3679,3442
2022-03-24,A011070,LG이노텍,25.63,406000,287183,400600,453449,376700,433622,376000,438464,16278,10885
2022-03-24,A051915,LG화학우,71.65,267500,24267,256000,25881,251800,24150,251500,23778,1201,1293
2022-03-24,A051910,LG화학,48.32,531000,521473,501900,385669,478950,527480,480250,540425,28522,17718
2022-03-24,A001120,LX인터내셔널,24.61,34300,357321,32850,658316,31665,569980,31025,448788,41893,20908
2022-03-24,A035420,NAVER,54.66,340000,525852,341700,490557,336900,615152,339250,605860,26469,55866
2022-03-24,A008260,NI스틸,4.88,4965,439041,5003,1313659,4845,809209,4865,324945,10696,32663
2022-03-24,A010060,OCI,14.15,115000,669861,111700,296543,110800,321164,110750,267327,137743,60738
2022-03-24,A010955,S-Oil우,14.14,53900,6113,53360,11527,52105,10376,51800,10972,4204,2327
2022-03-24,A010950,S-Oil,78.27,90600,519950,88500,385621,86490,431859,85450,408059,35381,21099
2022-03-24,A950110,SBI핀테크솔루션즈,80.15,6970,12294,7052,8246,7044,9425,7055,10373,2587,5495
2022-03-24,A001770,SHD,1.65,32250,9806,31860,11174,30985,7682,30450,5056,306,226
2022-03-24,A009160,SIMPAC,7.42,8440,469075,8214,336697,8076,455448,8015,496028,35782,3779
2022-03-24,A210980,SK디앤디,5.02,30750,12468,31000,13297,30800,15365,30825,14379,1727,3930
2022-03-24,A002710,TCC스틸,0.94,10650,875154,10480,1114985,10220,1075275,10150,944449,116173,118315
2022-03-24,A013580,계룡건설,23.59,41900,105576,40360,129833,39860,175851,39625,127711,8257,10822
2022-03-24,A049720,고려신용정보,1.22,8670,14369,8688,22816,8740,58974,8710,39903,3940,8089
2022-03-24,A098460,고영,63.48,18950,203325,18390,244231,18085,227917,17950,209626,44285,43882
2022-03-24,A215000,골프존,20.22,149600,30113,147120,33453,144910,38855,144650,36410,1432,523
2022-03-24,A121440,골프존뉴딘홀딩스,1.54,8330,35919,8256,56330,8203,55240,8175,38047,10809,13122
2022-03-24,A007690,국도화학,19.97,59000,48064,57900,34595,57520,35543,57350,32214,8215,5323
2022-03-24,A083450,GST,9.5,31350,50546,31020,76893,30385,107324,30750,96091,10158,5900
2022-03-24,A002995,금호건설우,0.0,31600,725,31740,545,31420,808,31600,704,178,363
2022-03-24,A002990,금호건설,6.14,11550,131178,11560,149907,11470,168610,11475,146049,43806,56414
2022-03-24,A011785,금호석유우,8.57,92200,19225,89480,18339,87240,15708,86400,15758,1567,1940
2022-03-24,A011780,금호석유,20.47,161500,97381,160900,106602,157100,103465,158500,94232,37445,18401
2022-03-24,A190510,나무가,2.24,11500,180214,11540,509631,11085,344891,11275,182397,52125,39342
2022-03-24,A130580,나이스디앤비,45.35,9650,3812,9646,4739,9640,4524,9640,4626,5522,593
2022-03-24,A036800,나이스정보통신,22.4,28900,18281,29120,18806,29510,23075,29575,21453,2594,5434
2022-03-24,A030190,NICE평가정보,38.36,19950,85752,19230,135382,18780,128057,18475,102424,25930,8210
2022-03-24,A042420,네오위즈홀딩스,3.18,53500,117103,52760,144867,52155,214848,52200,154829,4960,7364
2022-03-24,A041140,넥슨지티,1.32,23050,2670510,22960,1978259,22720,2221448,22900,2310176,89007,37864
2022-03-24,A194700,노바렉스,2.22,41750,17664,41390,25656,41600,24142,41600,18488,4873,1020
2022-03-24,A285490,노바텍,0.58,38100,32084,36800,36223,35975,41842,36025,39747,3897,1897
2022-03-24,A270870,뉴트리,3.46,19850,11148,19710,10522,19320,13037,19325,12087,6580,5252
2022-03-24,A119860,다나와,10.86,23200,27512,23130,37870,22660,49466,22900,31581,4106,3782
2022-03-24,A009190,대양금속,1.47,4980,2085374,4924,4933540,4713,3684760,4860,2085342,45421,39862
2022-03-24,A047040,대우건설,10.97,7130,1744725,7084,1870414,7137,3454378,7115,3094788,115730,164678
2022-03-24,A078600,대주전자재료,13.67,93600,85384,92260,132075,88620,165634,90250,146012,5966,3909
2022-03-24,A054670,대한뉴팜,1.63,11450,142380,11480,164015,11225,129716,11175,136144,61720,34602
2022-03-24,A084010,대한제강,9.86,22100,155405,21640,223073,21815,265288,21500,200701,17388,33478
2022-03-24,A005880,대한해운,6.12,2795,1145874,2799,1592283,2871,2562535,2827,2200276,291460,243540
2022-03-24,A298540,더네이쳐홀딩스,14.26,33050,114248,32690,105539,32610,107021,32550,96334,2225,3981
2022-03-24,A192080,더블유게임즈,10.18,51600,35727,51420,33688,51130,38674,51350,36134,7146,7479
2022-03-24,A299170,더블유에스아이,0.02,2480,48427,2532,63619,2507,50642,2500,42798,2757,11131
2022-03-24,A145720,덴티움,17.66,71800,47611,72500,86041,71360,136581,71800,125989,3196,7935
2022-03-24,A001230,동국제강,22.57,17900,1352962,17450,1693482,17130,1133588,17050,625601,74893,216256
2022-03-24,A005965,동부건설우,18.65,29900,4007,29990,3488,30185,5450,30000,4207,678,544
2022-03-24,A005960,동부건설,1.63,14150,61418,14260,61273,14260,95872,14275,66291,21406,27042
2022-03-24,A005290,동진쎄미켐,7.23,39500,1200567,38040,1486143,35320,1109743,35375,978501,126901,15435
2022-03-24,A000155,두산우,14.71,85400,20369,86000,9942,85920,10026,85450,8350,235,422
2022-03-24,A000157,두산2우B,0.05,142500,44709,139400,35459,148100,25801,146250,15213,191,805
2022-03-24,A000150,두산,8.91,111000,1135257,115600,286862,118650,218835,117500,102681,14131,85304
2022-03-24,A192650,드림텍,20.78,10550,138300,10560,199408,10520,208092,10550,189901,74137,128679
2022-03-24,A024090,디씨엠,1.3,24350,59392,23770,61708,23305,50076,23200,38001,8482,5165
2022-03-24,A092200,디아이씨,2.09,4930,171298,4998,177849,4968,168771,5005,174632,2860,47412
2022-03-24,A263690,디알젬,15.11,9830,9308,9824,18912,9577,13800,9645,10813,2611,2752
2022-03-24,A263720,디앤씨미디어,0.95,32100,20393,31060,26051,29990,26514,30000,24516,3115,3069
2022-03-24,A039840,디오,27.9,36200,36313,36560,79905,36125,199171,36275,105861,2246,5551
2022-03-24,A068930,디지털대성,1.74,8930,37616,9094,196095,8811,132020,8955,80670,4979,9450
2022-03-24,A281740,레이크머티리얼즈,0.5,4800,291626,4844,709942,4735,467750,4725,280599,13472,52532
2022-03-24,A004000,롯데정밀화학,20.68,80500,100179,78760,102583,78440,108538,78250,110063,23959,5959
2022-03-24,A058470,리노공업,47.85,185500,27085,186740,25199,185560,37279,186650,43168,769,810
2022-03-24,A377450,리파인,1.83,14600,84087,14420,217501,13980,153498,14025,92040,39025,68587
2022-03-24,A169330,엠브레인,22.45,4310,143085,4294,251333,4501,256031,4360,176277,13980,4799
2022-03-24,A267980,매일유업,15.21,66200,15844,65900,14770,65590,19934,65700,15197,2860,2427
2022-03-24,A093520,매커스,16.56,11400,1528551,9828,1654774,8995,908813,8570,321314,73184,76227
2022-03-24,A067280,멀티캠퍼스,6.8,43250,2513,42820,6277,42200,6449,42475,6527,1166,660
2022-03-24,A215200,메가스터디교육,31.56,99400,72866,98300,81039,95570,96350,97000,67229,2016,1273
2022-03-24,A138040,메리츠금융지주,8.0,37800,455014,35420,429143,34225,468412,34100,424839,13329,8150
2022-03-24,A008560,메리츠증권,12.55,5980,996913,5970,1421579,5852,1427182,5930,1112468,44143,148546
2022-03-24,A000060,메리츠화재,11.69,43550,333687,42450,325685,40590,356173,40450,354073,3067,2801
2022-03-24,A009900,명신산업,4.5,23100,270709,23230,657436,23185,435757,23125,256729,14193,106716
2022-03-24,A008420,문배철강,0.38,5420,4965410,5029,8204082,4691,4392470,4432,986865,54456,77665
2022-03-24,A268280,미원에스씨,0.59,194500,956,194200,936,192900,1058,193500,975,648,817
2022-03-24,A214180,민앤지,12.81,18250,28087,17950,35825,17755,28931,17700,27546,12712,7809
2022-03-24,A206640,바디텍메드,2.32,18400,314650,17720,365857,17400,477808,17325,318211,47892,12808
2022-03-24,A086040,바이오톡스텍,1.99,8220,84668,8260,119950,8291,170377,8275,139038,6116,3221
2022-03-24,A222160,바이옵트로,0.58,8820,108703,8642,89061,8236,119337,8340,110616,5532,3305
2022-03-24,A043150,바텍,28.41,40050,55011,39940,84951,39335,88847,39725,64595,5842,2455
2022-03-24,A100120,뷰웍스,31.39,40450,27263,39870,46295,39405,34183,39375,28786,2727,1891
2022-03-24,A126340,비나텍,1.1,38500,9799,38590,9342,38080,13925,38525,11302,1443,2093
2022-03-24,A090460,비에이치,10.57,23600,949684,22610,1224729,21200,1083859,21250,1048409,263032,40804
2022-03-24,A335890,비올,1.74,2375,405040,2345,350979,2346,494372,2340,503449,63909,62304
2022-03-24,A093190,빅솔론,13.74,6570,64439,6390,51212,6276,41401,6250,33597,4182,8261
2022-03-24,A143240,사람인에이치알,30.3,39350,8271,40050,11589,40580,17048,40625,16404,1439,2395
2022-03-24,A003960,사조대림,3.55,29450,407670,28530,107361,27830,66423,27650,28752,5286,8226
2022-03-24,A028050,삼성엔지니어링,40.36,26700,998064,26580,1357293,26625,2189180,26575,1999669,136153,106442
2022-03-24,A016360,삼성증권,30.16,41400,176525,41750,272505,41485,324132,41450,286768,13196,53908
2022-03-24,A003230,삼양식품,9.87,95000,120707,91640,52864,89330,50181,89550,40488,3033,1211
2022-03-24,A017480,삼현철강,1.87,6810,450110,6724,918764,6540,504874,6495,96422,11944,55057
2022-03-24,A009470,삼화전기,24.24,27450,10127,27480,11383,27100,13325,27400,10119,5184,8337
2022-03-24,A001820,삼화콘덴서,7.26,56600,36802,56580,55086,55990,57548,56350,58537,4806,5032
2022-03-24,A252990,샘씨엔에스,0.07,6500,91205,6436,108953,6344,103464,6375,78641,8046,21855
2022-03-24,A038070,서린바이오,3.52,17000,68425,17190,279024,16785,166991,16900,70438,9064,18456
2022-03-24,A063170,서울옥션,1.22,25450,476298,24110,417206,23460,368254,23150,271266,22107,29129
2022-03-24,A065710,서호전기,1.74,21600,10861,21680,8317,21720,10264,21675,9141,6200,6141
2022-03-24,A148150,세경하이테크,1.85,22500,62981,22600,70151,22400,65861,22500,67532,8345,20867
2022-03-24,A003030,세아제강지주,7.48,137000,41541,130100,46683,126250,40718,126750,38893,2658,1736
2022-03-24,A075580,세진중공업,1.31,6960,138073,6824,120806,6766,150170,6745,156511,17404,48100
2022-03-24,A234340,세틀뱅크,3.7,27700,47064,27850,20125,27310,18865,27700,13362,4592,14054
2022-03-24,A068270,셀트리온,19.4,168000,790528,174600,1275842,177300,1030220,180250,700266,83560,141073
2022-03-24,A357780,솔브레인,27.91,236700,26078,234180,23037,226170,26284,232150,22613,1170,263
2022-03-24,A134790,시디즈,2.6,59300,639,59280,1011,58780,1168,58900,1214,332,726
2022-03-24,A035510,신세계 I&C,1.47,181500,2485,182500,4608,181050,5582,181250,5576,978,1740
2022-03-24,A001725,신영증권우,6.25,62900,266,63000,1103,62920,966,62900,859,1764,770
2022-03-24,A001720,신영증권,7.91,62900,4294,63060,6923,62950,6018,62900,5422,6971,1618
2022-03-24,A222800,심텍,14.68,57000,705061,54560,764897,52185,725060,51550,660841,74981,15662
2022-03-24,A160980,싸이맥스,2.14,17300,50877,17350,51761,16830,45250,17050,32974,3803,10202
2022-03-24,A352700,씨앤투스성진,3.74,5880,333914,5876,655715,5661,635748,5745,475172,17358,34783
2022-03-24,A096530,씨젠,16.92,52300,380650,52880,356389,52010,515220,52500,477955,38312,43572
2022-03-24,A123860,아나패스,1.0,26000,33459,25740,27441,25020,20868,24950,21148,2158,6073
2022-03-24,A008700,아남전자,3.46,2235,348426,2236,378834,2195,406215,2222,379213,72659,41237
2022-03-24,A127710,아시아경제,4.06,3160,163179,3146,251134,3067,228932,3072,220233,28431,24877
2022-03-24,A339950,아이비김영,0.47,3085,346261,3114,858287,3105,1622906,3092,1009978,44198,69872
2022-03-24,A095340,ISC,5.92,30100,118289,29500,123540,28695,161819,29075,150095,20994,4487
2022-03-24,A069920,아이에스이커머스,0.73,5030,358921,5312,594165,4532,714889,4755,396159,10070,4686
2022-03-24,A307180,아이엘사이언스,1.32,4800,82640,4851,126607,4748,110646,4725,86654,5201,15655
2022-03-24,A139990,아주스틸,20.87,17100,218059,16590,403600,16115,235402,16025,69213,17295,33261
2022-03-24,A027360,아주IB투자,1.79,4055,343454,4038,497370,3944,499802,3992,483336,49681,44824
2022-03-24,A067160,아프리카TV,41.13,153400,78841,154460,103224,153830,177417,154550,159205,984,3451
2022-03-24,A053800,안랩,28.16,145000,7845552,134500,4287545,111910,3436920,96550,3214407,4617,12605
2022-03-24,A297570,알로이스,1.77,2465,294352,2450,387064,2394,425267,2417,380971,58755,58555
2022-03-24,A131370,알서포트,20.49,6170,207812,6188,214244,6084,227265,6150,224368,13459,36458
2022-03-24,A123750,알톤스포츠,0.72,5000,58678,5025,82736,4988,87935,4972,80103,19204,32416
2022-03-24,A238120,얼라인드,0.7,8500,9617,8482,11906,8336,12468,8400,12188,1560,1034
2022-03-24,A011090,에넥스,1.43,2180,4051989,2091,1966703,2055,4461600,2052,2427005,225939,178211
2022-03-24,A270660,에브리봇,0.69,49750,398042,49630,1650189,45520,1227448,45850,562096,8441,13570
2022-03-24,A137310,에스디바이오센서,12.14,57500,446507,57100,768721,56770,824118,57150,689665,73481,31555
2022-03-24,A289080,SV인베스트먼트,0.91,3685,490504,3698,520640,3626,496792,3660,491149,24500,45106
2022-03-24,A034120,SBS,0.0,41800,20700,41140,28483,40745,37537,40675,34296,1847,1885
2022-03-24,A031330,에스에이엠티,4.43,4290,392533,4225,221993,4153,268747,4190,195896,53360,17803
2022-03-24,A306040,에스제이그룹,2.83,24800,20083,24950,43995,24565,58184,24775,46344,2447,7991
2022-03-24,A004060,SG세계물산,2.32,760,13316503,719,3888787,709,5001635,709,2693054,112302,74623
2022-03-24,A016250,SGC이테크건설,4.04,60100,4663,59880,4106,59710,8830,59600,5196,1435,1309
2022-03-24,A302440,SK바이오사이언스,5.27,155500,417861,150500,796500,145900,607551,147500,458763,67314,59693
2022-03-24,A326030,SK바이오팜,6.06,89800,100726,90180,134791,89920,152900,89800,147402,10060,9148
2022-03-24,A000660,SK하이닉스,50.64,120500,4126177,122700,3677043,119950,3918314,121250,3659116,454095,748000
2022-03-24,A036640,HRS,1.33,8630,847822,8516,887423,8535,1077793,8510,1043688,11944,62424
2022-03-24,A011200,HMM,11.82,31150,3855420,32010,6373707,32390,7050106,32275,6074639,190872,323654
2022-03-24,A357230,에이치피오,3.44,12800,152717,12250,333426,12145,190083,12000,32792,20174,39852
2022-03-24,A089970,에이피티씨,2.64,24800,434207,23620,432050,22335,441451,22925,374813,32592,7555
2022-03-24,A230240,에치에프알,2.96,30900,88688,31110,162211,29945,132059,30325,111777,4670,4775
2022-03-24,A230360,에코마케팅,4.52,16750,68023,16800,104300,16440,100719,16600,90471,12478,18464
2022-03-24,A247540,에코프로비엠,12.82,382500,256708,372260,212983,354980,254205,360350,243487,1677,1303
2022-03-24,A060250,NHN한국사이버결제,33.78,24700,106553,24710,90166,24340,82842,24325,74103,16586,17424
2022-03-24,A096870,엘디티,7.01,4530,33811,4535,34783,4432,42807,4497,35394,1938,6182
2022-03-24,A061970,엘비세미콘,2.47,11150,229659,10980,243899,10735,244601,10700,235659,97817,127783
2022-03-24,A108320,LX세미콘,34.22,146900,180524,139960,291154,131410,235938,130300,195427,2822,3976
2022-03-24,A058630,엠게임,6.76,10100,488002,10088,532509,9805,562465,9910,459800,109862,38939
2022-03-24,A058970,엠로,3.04,18850,125683,18560,443311,17810,251500,17600,95269,7959,11494
2022-03-24,A179290,엠아이텍,4.78,8370,6190700,7402,1678477,6938,958093,6810,277757,27271,8296
2022-03-24,A347890,엠투아이,0.71,9400,49861,9386,71117,9176,54358,9230,43729,3133,4514
2022-03-24,A143540,영우디에스피,1.46,2280,728584,2271,1142472,2201,3976212,2247,1364474,68216,160843
2022-03-24,A352910,오비고,0.79,14800,53775,14910,110976,14575,105766,14625,79565,18970,20252
2022-03-24,A241790,오션브릿지,0.86,15150,36439,14960,35712,14695,36609,14825,33832,12643,7738
2022-03-24,A232140,와이아이케이,0.51,5410,113528,5420,192120,5288,154221,5310,147705,54307,39864
2022-03-24,A273640,와이엠텍,0.25,33700,25322,33050,35747,32020,33522,31975,27794,1033,4223
2022-03-24,A037270,YG PLUS,2.12,7920,1271159,7690,1355860,7498,1077671,7395,993271,121848,43046
2022-03-24,A016880,웅진,0.91,1730,472550,1730,690554,1713,742350,1717,510536,57401,206685
2022-03-24,A104830,원익머트리얼즈,17.73,35150,89806,34480,96562,33510,116127,33525,110253,10384,3964
2022-03-24,A240810,원익IPS,19.27,37900,217346,37790,277709,36700,245883,37175,217215,25089,8422
2022-03-24,A074600,원익QnC,2.46,26000,234769,25900,184076,25185,220718,25650,205424,20226,29910
2022-03-24,A376980,원티드랩,2.5,33600,88360,33250,91026,32440,81850,32575,78294,7781,4448
2022-03-24,A101160,월덱스,1.99,23600,84848,23600,125524,23165,134912,23550,138562,12514,20452
2022-03-24,A069080,웹젠,25.76,24300,92629,24270,138074,23740,148292,24000,147361,13066,20417
2022-03-24,A053580,웹케시,21.81,25200,48321,24470,26014,23775,18966,23925,13970,4680,4134
2022-03-24,A065370,위세아이텍,6.46,15750,112868,15910,228987,15165,207968,15425,131519,7208,9368
2022-03-24,A014830,유니드,11.4,113500,227541,104800,155029,102100,131685,100300,117563,34790,15501
2022-03-24,A036200,유니셈,4.99,11550,148014,11560,185164,11225,197954,11350,187411,48365,66492
2022-03-24,A077500,유니퀘스트,44.93,10800,177599,10810,110307,10665,123414,10750,111590,52183,78752
2022-03-24,A072130,유엔젤,3.0,4690,59069,4680,64265,4610,88298,4647,68668,9461,6377
2022-03-24,A084370,유진테크,23.65,46800,56242,46770,81666,44810,141900,45950,148738,5327,1127
2022-03-24,A191410,육일씨엔에쓰,1.59,4145,40384,4316,39745,4239,31370,4185,25241,15550,5037
2022-03-24,A025820,이구산업,1.43,4750,2945469,4559,2410496,4461,2904552,4402,1654908,19613,31915
2022-03-24,A088390,이녹스,1.26,23600,23435,23190,69856,21570,48020,21425,34742,2625,3298
2022-03-24,A272290,이녹스첨단소재,19.34,48700,248990,46780,406822,44100,286977,43925,215226,9553,2148
2022-03-24,A264850,이랜시스,0.1,3815,251905,3784,1073408,3650,821108,3635,378164,17372,23044
2022-03-24,A054210,이랜텍,4.92,16250,311463,15730,448326,14920,515381,15400,425707,58979,48628
2022-03-24,A139480,이마트,30.58,141000,105418,140200,223594,138600,237971,138750,228747,20328,24554
2022-03-24,A005950,이수화학,1.81,14000,588215,13490,359981,13180,317448,13150,268212,73274,48022
2022-03-24,A123570,이엠넷,25.52,6220,52634,6148,46766,6150,40670,6140,42945,11997,19044
2022-03-24,A091120,이엠텍,5.57,40200,293776,38490,171329,37000,184945,37475,183331,12542,11269
2022-03-24,A039030,이오테크닉스,15.64,106800,83945,103260,85050,98450,72225,99100,74244,3550,921
2022-03-24,A092130,이크레더블,12.44,18700,6424,18750,11336,18670,11290,18700,12138,4400,7432
2022-03-24,A000760,이화산업,0.25,17250,1006,17190,1326,16945,1822,17050,1354,1395,650
2022-03-24,A041830,인바디,29.97,26950,54600,26510,112578,25925,74801,25800,55955,9225,4120
2022-03-24,A277410,인산가,3.21,2370,404181,2357,935377,2315,1190925,2330,516657,54138,75675
2022-03-24,A211050,인카금융서비스,0.12,13600,33225,13900,30474,13625,29670,13700,31133,3991,14994
2022-03-24,A216050,인크로스,16.1,42200,4029,42590,5556,42525,5272,42525,4375,1217,3817
2022-03-24,A950140,잉글우드랩,10.81,8310,132877,8478,109200,8491,122991,8525,108163,5701,31237
2022-03-24,A040420,정상제이엘에스,5.94,7700,23227,7740,20236,7761,21560,7760,21299,4984,5608
2022-03-24,A122310,제노레이,8.97,10850,144563,10640,104493,10620,139993,10550,130971,79561,24513
2022-03-24,A361390,제노코,10.32,27200,186987,26990,169086,26785,158925,26950,154178,9264,12401
2022-03-24,A225220,제놀루션,0.19,14950,75637,14300,102250,13725,79195,13600,56832,27811,4581
2022-03-24,A287410,제이시스메디칼,7.77,8350,820873,8418,1110505,8347,1814032,8365,1402310,27220,63694
2022-03-24,A137950,제이씨케미칼,1.81,9210,741842,8938,486508,8793,472805,8730,472844,7325,10951
2022-03-24,A194370,제이에스코퍼레이션,1.53,27900,350692,26060,171401,25145,162542,25150,127242,23275,5890
2022-03-24,A035900,JYP Ent.,25.06,57500,566799,55100,694864,54030,624758,53150,570230,57962,17843
2022-03-24,A089790,제이티,4.32,8330,71214,8368,69776,8187,70932,8305,62017,7957,6485
2022-03-24,A030000,제일기획,31.46,22850,121742,22930,217483,22625,212560,22825,195498,22723,24166
2022-03-24,A067000,조이시티,4.72,7950,609169,7998,610645,8050,849556,8000,763771,21336,56431
2022-03-24,A036930,주성엔지니어링,12.42,26150,738983,25380,888927,24455,1133205,24350,1036510,95087,33877
2022-03-24,A023450,동남합성,0.01,61400,757,61560,1092,61550,1107,61550,1109,816,615
2022-03-24,A263860,지니언스,11.61,11450,264995,11490,459232,11000,297106,10900,225793,14657,29648
2022-03-24,A382800,지앤비에스엔지니어링,0.41,18400,13750,18370,28345,18000,34190,18125,35216,8388,5973
2022-03-24,A007070,GS리테일,7.42,28250,123745,28330,193657,28200,302144,28225,253085,23514,36067
2022-03-24,A007370,진양제약,3.23,7570,57688,7492,101172,7353,132048,7325,124865,5405,10159
2022-03-24,A002785,진흥기업우B,0.1,6690,3004,6804,2600,6953,5183,6960,4302,1013,974
2022-03-24,A002787,진흥기업2우B,0.27,17000,507,16820,800,16945,2000,17000,1492,618,1442
2022-03-24,A002780,진흥기업,1.79,2330,4530197,2307,2907351,2317,6034091,2300,4073842,134819,250075
2022-03-24,A278280,천보,9.88,317000,44336,311820,64625,297030,88557,306350,67709,1638,201
2022-03-24,A094360,칩스앤미디어,2.84,22250,658711,21540,261510,21230,222744,21225,185106,55069,27657
2022-03-24,A035720,카카오,28.74,105000,2060997,106300,2540270,105000,2656488,105000,2651799,248314,496392
2022-03-24,A307930,컴퍼니케이,0.72,8770,131266,8918,123189,8796,105789,8835,108071,15814,21113
2022-03-24,A119650,KC코트렐,1.29,6130,77369,6108,89452,5972,59108,6005,32983,9361,6698
2022-03-24,A044450,KSS해운,6.09,11350,80692,11450,58789,11515,72882,11475,64580,19651,72534
2022-03-24,A122450,KMH,1.3,7840,28598,7826,30911,7706,35360,7790,33858,8161,6982
2022-03-24,A092220,KEC,2.84,2975,2196122,3007,3743554,2927,2895136,2947,2106963,81090,439021
2022-03-24,A151860,KG ETS,2.03,12550,204389,12510,285753,12350,252282,12425,219921,40406,40055
2022-03-24,A381970,케이카,17.5,31050,188405,31200,1726286,30140,932679,30525,190379,10003,6752
2022-03-24,A064820,케이프,0.87,5230,460752,5062,218967,5038,295521,4997,195840,54646,25136
2022-03-24,A089010,켐트로닉스,4.25,26600,78359,26190,70360,25750,83594,25875,77964,13611,11311
2022-03-24,A190650,코리아에셋투자증권,3.71,14850,50352,14290,37829,14035,29350,13825,27583,25422,12970
2022-03-24,A183300,코미코,37.63,54300,24306,54160,22302,52880,25516,53700,24635,3268,1947
2022-03-24,A192820,코스맥스,23.19,81200,55984,80000,62961,79490,98780,78800,81234,9105,6415
2022-03-24,A003075,코오롱글로벌우,0.82,28400,1604,28920,1022,28970,3145,29000,1351,785,446
2022-03-24,A003070,코오롱글로벌,1.87,22700,40212,22810,48021,22860,73327,22825,55213,3797,6347
2022-03-24,A021240,코웨이,61.22,67900,113629,68260,171248,67520,175741,67500,167980,14026,20689
2022-03-24,A033290,코웰패션,3.36,7770,392148,7688,261010,7654,243219,7660,232625,17876,19466
2022-03-24,A200130,콜마비앤에이치,2.35,32250,101651,32610,83552,32725,94404,32625,88253,4710,5195
2022-03-24,A259960,크래프톤,29.02,280500,139555,280900,195900,281350,183456,281250,174667,9482,18481
2022-03-24,A110790,크리스에프앤씨,3.77,44150,22527,43110,40550,41300,29054,40375,24964,5086,2012
2022-03-24,A214150,클래시스,5.34,21650,494379,21450,502101,21340,772311,21400,747223,36662,10649
2022-03-24,A039490,키움증권,25.4,97200,50721,98420,42932,97110,53799,97450,50955,2651,18278
2022-03-24,A124560,태웅로직스,1.39,9180,566433,8914,305054,8767,455623,8835,314423,48134,17297
2022-03-24,A095610,테스,10.33,27300,79592,26790,118408,25790,105981,26025,89486,17275,14535
2022-03-24,A131970,테스나,3.15,42350,164166,42430,139002,42025,168446,42250,139879,11226,14748
2022-03-24,A055490,테이팩스,1.4,79800,10856,78760,24289,76880,23784,76550,21860,2435,1196
2022-03-24,A064760,티씨케이,68.28,127800,34812,125220,33094,121460,28550,122400,22941,2143,803
2022-03-24,A340570,티앤엘,0.76,42500,97744,43730,440603,41755,250561,41625,96997,2079,16733
2022-03-24,A131290,티에스이,8.84,61300,47955,59500,24439,58300,38569,58700,35541,3902,2289
2022-03-24,A356860,티엘비,0.0,34050,16835,33930,17607,33035,15507,33325,15628,2116,2783
2022-03-24,A214450,파마리서치,11.59,92000,39122,91680,39544,90480,60044,91550,46385,3748,5267
2022-03-24,A005690,파미셀,8.44,11250,263546,11430,237210,11405,241498,11425,226507,58672,68542
2022-03-24,A170790,파이오링크,2.78,16400,27761,16110,50346,15600,35392,15400,27522,13896,11025
2022-03-24,A091700,파트론,18.19,11000,450778,10700,737686,10376,761623,10350,780956,150722,129589
2022-03-24,A028670,팬오션,13.6,7080,2875343,7026,3114493,7176,5330781,7085,4337012,357843,178153
2022-03-24,A058430,포스코강판,2.59,55400,248594,51470,230563,49180,125463,47650,27675,2578,8262
2022-03-24,A318020,포인트모바일,0.35,18150,169041,19040,140597,19010,117796,19000,98521,5218,9152
2022-03-24,A103140,풍산,11.92,33800,121124,33070,152343,32830,189183,32725,163650,27473,14543
2022-03-24,A005810,풍산홀딩스,10.02,29500,17990,29210,13982,29090,13192,29075,11730,9131,4698
2022-03-24,A053610,프로텍,2.27,30350,81661,29980,150223,28690,134397,28625,124862,12839,8487
2022-03-24,A377220,프롬바이오,0.35,9170,87377,9122,148778,8952,782673,9125,172636,4770,24600
2022-03-24,A367000,플래티어,0.32,18450,81171,18790,110535,18325,182208,18775,116952,3146,7495
